"*SiteName","GAINS3_EventName","*Country","*StateProv","District","*Latitude","*Longitude","HabitatType","HabitatComment","LandscapeConversionGradient","*AnthropogenicChange","AnthropogenicChangeSecondary","*DomesticAnimals","OtherDomesticAnimals","*DateStarted","TimeStart","TimeDuration","*RecorderID","RecorderOther","*RecorderAffiliation","ArchivedData","SourceCertainty","*PrimaryInterface","OtherPrimaryInterface","SecondaryInterface","OtherSecondaryInterface","*ReasonForCollection","KnownSource","EventCustomColumns","ContainerID","ContainerType","Quantity","QuantityCertainty","QuantityUnit","SampleUnitID","*AnimalID (GAINS)","*AnimalID (Recorded As)","SampleDate","sampleUnitLatitude","sampleUnitLongitude","*IdentifiedBy","CircumstanceObservation","SampleLocation","*AnimalClassification","AnimalTaxa","*TaxonomicDescriptor","*SpeciesScientificName","SpeciesCommonNameEnglish","SpeciesCommonNameLocal","*IdentificationCertainty","TagBandID","Sex","AgeClass","Pregnant","WithYoung","Lactating","*ConditionAtSampling","ReportedAsConditionAtCapture","ConditionAtRelease","PreservationMethod","OtherConditionPreservation","Use","OtherUse","DestinationOfProduct","OriginKnown","OriginLocation","TimeSinceOrigin","Euthanasia","ClinicalSigns/GrossFindings","DiseaseSuspected","SuspectedDisease","Necropsy/Exam","FieldNecropsyResults","BodyMeasurementBodyPartType","BodyMeasurementUnit","BodyMeasurementValue","Part","PartDescription","PerceivedRateOfSale","PerceivedRateSaleTimeUnit","PriceUnitLocal","PriceUnitUSD","VendorQuantity","VendorQuantityUnit","VendorQuantityCertainty","ButcheringActivity","Butcher","ButcherObservableRiskFactors","ButcherReducesBloodContact","Quarter","sampleUnitNotes","sampleUnitCustomColumns","SpecimenID","SpecimenIDBarcode","SpecimenDate","SpecimenType","SpecimenTypeDescriptor","SpecimenCondition","SpecimenComments","SamplingMethod","SampleAliquotted","AliquotID","SampleContainer","StorageMedium","FieldStorageMethod","LaboratoryStorageMethod","SpecimenLocationFacilityName","SpecimenLocationInLab","SpecimenLocationFacilityAddress","TimeFromCollectionToFreezing","BloodCollectionTube","PlasmaCollected","SerumCollected","MethodOfSerumPlasmaCollection","VolumeOfSerumPlasma","Notes","SpecimenCustomColumns","DateCreated","EntryID","InPurgatory"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84619","","","","","6672","GVF-CM-ECO84619","","2010-04-24","","","hunter","","","Wild","Rodents","Atherurus africanus","Atherurus africanus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18462","GVF-CM-ECO84619DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84622","","","","","6673","GVF-CM-ECO84622","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus dorsalis","Cephalophus dorsalis","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18463","GVF-CM-ECO84622DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84623","","","","","6674","GVF-CM-ECO84623","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus dorsalis","Cephalophus dorsalis","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18464","GVF-CM-ECO84623DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84624","","","","","6675","GVF-CM-ECO84624","","2010-04-24","","","hunter","","","Wild","Primates","Cercocebus agilis","Cercocebus agilis","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18465","GVF-CM-ECO84624DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84625","","","","","6676","GVF-CM-ECO84625","","2010-04-24","","","hunter","","","Wild","Primates","Cercopithecus nictitans","Cercopithecus nictitans","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18466","GVF-CM-ECO84625DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84626","","","","","6677","GVF-CM-ECO84626","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18467","GVF-CM-ECO84626DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84627","","","","","6678","GVF-CM-ECO84627","","2010-04-24","","","hunter","","","Wild","Rodents","Atherurus africanus","Atherurus africanus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18468","GVF-CM-ECO84627DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84628","","","","","6679","GVF-CM-ECO84628","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18469","GVF-CM-ECO84628DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84629","","","","","6680","GVF-CM-ECO84629","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18470","GVF-CM-ECO84629DN1","2011-02-24","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84631","","","","","6681","GVF-CM-ECO84631","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18471","GVF-CM-ECO84631DN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84754","","","","","6682","GVF-CM-ECO84754","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18567","GVF-CM-ECO84754DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84755","","","","","6683","GVF-CM-ECO84755","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18568","GVF-CM-ECO84755DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84757","","","","","6684","GVF-CM-ECO84757","","2010-04-24","","","hunter","","","Wild","Other Mammals","Civettictis civetta","Civettictis civetta","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18569","GVF-CM-ECO84757DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84758","","","","","6685","GVF-CM-ECO84758","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus dorsalis","Cephalophus dorsalis","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18596","GVF-CM-ECO84758DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84770","","","","","6686","GVF-CM-ECO84770","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18819","GVF-CM-ECO84770DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84771","","","","","6687","GVF-CM-ECO84771","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus dorsalis","Cephalophus dorsalis","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18820","GVF-CM-ECO84771DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84772","","","","","6688","GVF-CM-ECO84772","","2010-04-24","","","hunter","","","Wild","Rodents","Atherurus africanus","Atherurus africanus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18821","GVF-CM-ECO84772DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84773","","","","","6689","GVF-CM-ECO84773","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18822","GVF-CM-ECO84773DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84774","","","","","6690","GVF-CM-ECO84774","","2010-04-24","","","hunter","","","Wild","Primates","Cercopithecus cephus","Cercopithecus cephus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18823","GVF-CM-ECO84774DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84775","","","","","6691","GVF-CM-ECO84775","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18824","GVF-CM-ECO84775DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84776","","","","","6692","GVF-CM-ECO84776","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18825","GVF-CM-ECO84776DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84777","","","","","6693","GVF-CM-ECO84777","","2010-04-24","","","hunter","","","Wild","Reptiles","Kinixys sp.","Kinixys sp.","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18826","GVF-CM-ECO84777DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84778","","","","","6694","GVF-CM-ECO84778","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18827","GVF-CM-ECO84778DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Messok Messok, north of Ngoila","Messok Messok, north of Ngoila-2010-04-24","Cameroon","East","","2.752","13.964","","","","","","","","2010-04-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84779","","","","","6695","GVF-CM-ECO84779","","2010-04-24","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q3:  Apr 1 - Jun 30, 2010","","","18828","GVF-CM-ECO84779DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mfou NP  sanctuary, Cameroon (CWAF) (Charlo enclosure)","Mfou NP  sanctuary, Cameroon (CWAF) (Charlo enclosure)-2011-01-05","Cameroon","Centre","","3.62769","11.57623","","","","","","","","2011-01-05","00:00:00","","Ahmadou","","GVFI","False","","sanctuary","","","","Active surveillance","","","GVF-CM-ECO51518","","","","","6696","GVF-CM-ECO51518","","2011-01-05","","","hunter","","","Captive Wild","Primates","Pan troglodytes","Pan troglodytes","","","Estimate","","Male","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","18717","GVF-CM-ECO51518DND1","2011-01-07","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mfou NP  sanctuary, Cameroon (CWAF) (Dibamba enclosure)","Mfou NP  sanctuary, Cameroon (CWAF) (Dibamba enclosure)-2011-01-05","Cameroon","Centre","","3.62473","11.57883","","","","","","","","2011-01-05","00:00:00","","Ahmadou","","GVFI","False","","sanctuary","","","","Active surveillance","","","GVF-CM-ECO51527","","","","","6748","GVF-CM-ECO51527","","2011-01-05","","","Amadoua Nana","","","Captive Wild","Primates","Pan troglodytes","Pan troglodytes","","","Actual","","Female","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","18718","GVF-CM-ECO51527DND1","2011-01-07","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mfou NP  sanctuary, Cameroon (CWAF) (Dibamba enclosure)","Mfou NP  sanctuary, Cameroon (CWAF) (Dibamba enclosure)-2011-01-05","Cameroon","Centre","","3.62473","11.57883","","","","","","","","2011-01-05","00:00:00","","Ahmadou","","GVFI","False","","sanctuary","","","","Active surveillance","","","GVF-CM-ECO51528","","","","","6749","GVF-CM-ECO51528","","2011-01-05","","","Amadoua Nana","","","Captive Wild","Primates","Pan troglodytes","Pan troglodytes","","","Actual","","Female","","","","","Apparently healthy","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","18719","GVF-CM-ECO51528DND1","2011-01-05","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mingongol, 59km east of Lomie (N of Messock)","Mingongol, 59km east of Lomie (N of Messock)-2010-03-04","Cameroon","East","","3.26776","14.04294","","","","","","","","2010-03-04","00:00:00","","Aristide","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO38132","","","","","6750","GVF-CM-ECO38132","","2010-03-04","","","hunter","","","Wild","Other Mammals","Cephalophus silvicultor","Cephalophus silvicultor","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18324","GVF-CM-ECO38132LE4DN1","2011-02-26","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mingongol, 59km east of Lomie (N of Messock)","Mingongol, 59km east of Lomie (N of Messock)-2010-03-04","Cameroon","East","","3.26776","14.04294","","","","","","","","2010-03-04","00:00:00","","Aristide","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO38134","","","","","6751","GVF-CM-ECO38134","","2010-03-04","","","Amadoua Nana","","","Wild","Other Mammals","Tragelaphus spekii","Tragelaphus spekii","","","Actual","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18325","GVF-CM-ECO38134LEDN1","2011-02-26","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mingongol, 59km east of Lomie (N of Messock)","Mingongol, 59km east of Lomie (N of Messock)-2010-03-04","Cameroon","East","","3.26776","14.04294","","","","","","","","2010-03-04","00:00:00","","Aristide","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO38135","","","","","6752","GVF-CM-ECO38135","","2010-03-04","","","hunter","","","Wild","Rodents","Thryonomys swinderianus","Thryonomys swinderianus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18326","GVF-CM-ECO38135LEDN1","2011-02-26","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mingongol, 59km east of Lomie (N of Messock)","Mingongol, 59km east of Lomie (N of Messock)-2010-03-04","Cameroon","East","","3.26776","14.04294","","","","","","","","2010-03-04","00:00:00","","Aristide","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO38136","","","","","6753","GVF-CM-ECO38136","","2010-03-04","","","hunter","","","Wild","Rodents","Thryonomys swinderianus","Thryonomys swinderianus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18327","GVF-CM-ECO38136LEDN1","2011-02-26","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mingongol, 59km east of Lomie (N of Messock)","Mingongol, 59km east of Lomie (N of Messock)-2010-03-04","Cameroon","East","","3.26776","14.04294","","","","","","","","2010-03-04","00:00:00","","Aristide","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO38137","","","","","6754","GVF-CM-ECO38137","","2010-03-04","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18328","GVF-CM-ECO38137LEDN1","2011-02-26","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mpane village, 65km East of Lomie","Mpane village, 65km East of Lomie-2010-01-03","Cameroon","East","","3.30983","14.06197","","","","","","","","2010-01-03","00:00:00","","Aristide","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO39024","","","","","6755","GVF-CM-ECO39024","","2010-01-03","","","hunter","","","Wild","Rodents","Cricetomys emini","Cricetomys emini","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18329","GVF-CM-ECO39024LEDN1","2011-02-26","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Mpane village, 65km East of Lomie","Mpane village, 65km East of Lomie-2010-01-03","Cameroon","East","","3.30983","14.06197","","","","","","","","2010-01-03","00:00:00","","Aristide","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO39025","","","","","6756","GVF-CM-ECO39025","","2010-01-03","","","hunter","","","Wild","Other Mammals","Hydrictis maculicollis","Lutra maculicollis","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18330","GVF-CM-ECO39025LEDN1","2011-02-26","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
