"*SiteName","GAINS3_EventName","*Country","*StateProv","District","*Latitude","*Longitude","HabitatType","HabitatComment","LandscapeConversionGradient","*AnthropogenicChange","AnthropogenicChangeSecondary","*DomesticAnimals","OtherDomesticAnimals","*DateStarted","TimeStart","TimeDuration","*RecorderID","RecorderOther","*RecorderAffiliation","ArchivedData","SourceCertainty","*PrimaryInterface","OtherPrimaryInterface","SecondaryInterface","OtherSecondaryInterface","*ReasonForCollection","KnownSource","EventCustomColumns","ContainerID","ContainerType","Quantity","QuantityCertainty","QuantityUnit","SampleUnitID","*AnimalID (GAINS)","*AnimalID (Recorded As)","SampleDate","sampleUnitLatitude","sampleUnitLongitude","*IdentifiedBy","CircumstanceObservation","SampleLocation","*AnimalClassification","AnimalTaxa","*TaxonomicDescriptor","*SpeciesScientificName","SpeciesCommonNameEnglish","SpeciesCommonNameLocal","*IdentificationCertainty","TagBandID","Sex","AgeClass","Pregnant","WithYoung","Lactating","*ConditionAtSampling","ReportedAsConditionAtCapture","ConditionAtRelease","PreservationMethod","OtherConditionPreservation","Use","OtherUse","DestinationOfProduct","OriginKnown","OriginLocation","TimeSinceOrigin","Euthanasia","ClinicalSigns/GrossFindings","DiseaseSuspected","SuspectedDisease","Necropsy/Exam","FieldNecropsyResults","BodyMeasurementBodyPartType","BodyMeasurementUnit","BodyMeasurementValue","Part","PartDescription","PerceivedRateOfSale","PerceivedRateSaleTimeUnit","PriceUnitLocal","PriceUnitUSD","VendorQuantity","VendorQuantityUnit","VendorQuantityCertainty","ButcheringActivity","Butcher","ButcherObservableRiskFactors","ButcherReducesBloodContact","Quarter","sampleUnitNotes","sampleUnitCustomColumns","SpecimenID","SpecimenIDBarcode","SpecimenDate","SpecimenType","SpecimenTypeDescriptor","SpecimenCondition","SpecimenComments","SamplingMethod","SampleAliquotted","AliquotID","SampleContainer","StorageMedium","FieldStorageMethod","LaboratoryStorageMethod","SpecimenLocationFacilityName","SpecimenLocationInLab","SpecimenLocationFacilityAddress","TimeFromCollectionToFreezing","BloodCollectionTube","PlasmaCollected","SerumCollected","MethodOfSerumPlasmaCollection","VolumeOfSerumPlasma","Notes","SpecimenCustomColumns","DateCreated","EntryID","InPurgatory"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0030","","","","","1915","WCS11610.0030","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","<b>Forearm Length (mm)</b>: 53.1<br/><b>Body Weight (g)</b>: 18<br/><b>Ectoparasites</b>: Yes<br/>","3165","WCS11610.0030.R02","","Rectal swab ","","Frozen - other","","","","","Cryotube ","Lysis_buffer","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0031","","","","","1916","WCS11610.0031","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3166","WCS11610.0031.O01","","Oral swab","","Frozen - other","","","","","Cryotube ","Viral transport media","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0031","","","","","1916","WCS11610.0031","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3167","WCS11610.0031.R01","","Rectal swab ","","Frozen - other","","","","","Cryotube ","Viral transport media","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0031","","","","","1916","WCS11610.0031","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3168","WCS11610.0031.O02","","Oral swab","","Frozen - other","","","","","Cryotube ","Lysis_buffer","","","","","","48","","","","","","","<b>Sample Location</b>: Hong Kong University<br/><b>Sample Location</b>: Hong Kong University<br/>","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0031","","","","","1916","WCS11610.0031","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3169","WCS11610.0031.R02","","Rectal swab ","","Frozen - other","","","","","Cryotube ","Lysis_buffer","","","","","","48","","","","","","","<b>Sample Location</b>: Hong Kong University<br/><b>Sample Location</b>: Hong Kong University<br/>","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0032","","","","","1917","WCS11610.0032","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","<b>Forearm Length (mm)</b>: 50.7<br/><b>Body Weight (g)</b>: 20<br/><b>Ectoparasites</b>: Yes<br/>","3170","WCS11610.0032.O01","","Oral swab","","Frozen - other","","","","","Cryotube ","Viral transport media","","","","","","48","","","","","","","<b>Sample Location</b>: Institute Pasteur in Cambodia<br/><b>Sample Location</b>: Institute Pasteur in Cambodia<br/>","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0032","","","","","1917","WCS11610.0032","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","<b>Forearm Length (mm)</b>: 50.7<br/><b>Body Weight (g)</b>: 20<br/><b>Ectoparasites</b>: Yes<br/>","3171","WCS11610.0032.R01","","Rectal swab ","","Frozen - other","","","","","Cryotube ","Viral transport media","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0032","","","","","1917","WCS11610.0032","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","<b>Forearm Length (mm)</b>: 50.7<br/><b>Body Weight (g)</b>: 20<br/><b>Ectoparasites</b>: Yes<br/>","3172","WCS11610.0032.O02","","Oral swab","","Frozen - other","","","","","Cryotube ","Lysis_buffer","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0032","","","","","1917","WCS11610.0032","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","<b>Forearm Length (mm)</b>: 50.7<br/><b>Body Weight (g)</b>: 20<br/><b>Ectoparasites</b>: Yes<br/>","3173","WCS11610.0032.R02","","Rectal swab ","","Frozen - other","","","","","Cryotube ","Lysis_buffer","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0033","","","","","1918","WCS11610.0033","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3174","WCS11610.0033.O01","","Oral swab","","Frozen - other","","","","","Cryotube ","Viral transport media","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0033","","","","","1918","WCS11610.0033","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3175","WCS11610.0033.R01","","Rectal swab ","","Frozen - other","","","","","Cryotube ","Viral transport media","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0033","","","","","1918","WCS11610.0033","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3176","WCS11610.0033.O02","","Oral swab","","Frozen - other","","","","","Cryotube ","Lysis_buffer","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0033","","","","","1918","WCS11610.0033","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3177","WCS11610.0033.R02","","Rectal swab ","","Frozen - other","","","","","Cryotube ","Lysis_buffer","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0033","","","","","1918","WCS11610.0033","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","3149","WCS11610.0033.Ec01","","External parasite","","Frozen -20oC","","","","","Cryotube ","90% ethanol","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
"Kon Khlong I","Kon Khlong I 2010-07-12","Cambodia","Battambang","Moung Russei","12.91629","103.36492","Agriculture","30 km south of 3rd largest city;","","","","","","2010-07-12","16:00:00","24 hours","Priscilla Joyner","Chea Sokha","WCS","False","Actual","hunted","","","","Active surveillance","Yes","","WCS11610.0034","","","","","1919","WCS11610.0034","","2010-07-12","","","Priscilla Joyner","","","Wild","Bats","Scotophilus kuhlii","Scotophilus kuhlii","","","Actual","","Female","Adult","No","No","No","Apparently healthy","True","","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","<b>Forearm Length (mm)</b>: 53.7<br/><b>Body Weight (g)</b>: 24<br/><b>Ectoparasites</b>: Yes<br/>","3178","WCS11610.0034.O01","","Oral swab","","Frozen - other","","","","","Cryotube ","Viral transport media","","","","","","48","","","","","","","","11/30/2010 3:10:45 PM","","False"
